Code,Description,Reset Level,Dead Level,Availability,Reset Mode,Brake Program,Yaw Program,StatCom
FM851,Hyd OilTemp H Warn — Is indicated when the temperature of the hydraulic oil has exceeded the warning value.,0,300,no,A,0,0,yes
FM852,Hyd OilTemp L Stop — Is indicated when the temperature of the hydraulic oil is too low for turbine operation.,0,330,yes,A,1,50,yes
FM853,Hyd OilTemp L Warn — Is indicated when the temperature of the hydraulic oil has fallen below the warning value.,0,300,no,A,0,0,yes
FM854,MVL TransfTemp Area H Stop — Is indicated when the temperature in the transformer room or transformer winding has exceeded the cut-out value. Brake Prog.: 1,270,330,yes,M,,0,no
FM855,MVL TransfTemp Area H Warn — Is indicated when the temperature in the transformer room or transformer winding has exceeded the warning value. Brake Prog.: 0,0,300,no,A,,0,yes
FM856,MVL TransfTemp Coil L1-L3 H Warn — Is reported if the transformer winding temperature has exceeded a specific value. The turbine output is limited to P99.11. Brake Prog.: 0,0,330,no,A,,0,no
FM857,MVL TransfTemp Coil L1-L3 H Stop — Is reported if the transformer winding temperature has exceeded a specific value. The WTG is soft braked. Brake Prog.: 1,270,330,yes,M,,0,no
FM858,MVL TransfTemp Coil L1-L3 HH Stop — Is reported if the transformer winding temperature has exceeded a specific value. The WTG is fast braked. Brake Prog.: 2,270,330,yes,M,,0,no
FM860,Met AirTemp Outside H Stop — Is indicated when the outside temperature (air temperature outside the nacelle) is above the permissible operating value. Brake Prog.: 1,0,330,no,A,,0,yes
FM861,Met AirTemp Outside L Stop — Is indicated when the outside temperature (air temperature outside the nacelle) is below the permissible operating value. Brake Prog.: 5,0,330,no,A,,50,yes
FM862,Air Temp Nacelle H Stop — Is indicated when the temperature in the nacelle exceeds the cut-out value.,270,330,yes,M,1,50,yes
FM863,Air Temp Nacelle H Warn — Is indicated when the temperature in the nacelle exceeds the warning value.,0,300,no,A,0,0,yes
FM865,Air Temp BotBox CtrlFld L Stop — Is indicated when the temperature in the power cabinet has fallen below the cut-out value.,0,330,yes,A,1,0,yes
FM866,Air Temp Topbox H Stop — Is indicated when the temperature in the control cabinet (in the nacelle) has exceeded the cut-out value. Brake Prog.: 1,0,330,yes,A,,0,yes
FM867,Air Temp Topbox L Stop — Is indicated when the temperature in the control cabinet (in the nacelle) has fallen below the cut-out value. Brake Prog.: 1,0,330,yes,A,,0,yes
FM868,Air Temp MCV PwrFld H Warn — Is indicated when the temperature in the power cabinet power field has exceeded the warning value.,0,300,no,A,0,0,yes
FM869,Air Temp MCV PwrFld H Stop — Is indicated when the temperature in the power cabinet power field has exceeded the cut-out value.,270,330,yes,M,1,0,yes
FM870,Air Temp BotBox CtrlFld H Warn — Is indicated when the temperature in the power cabinet controller field has exceeded the warning value. Brake Prog.: 0,0,300,no,A,,0,yes
FM871,Air Temp BotBox CtrlFld H Stop — Is indicated when the temperature in the power cabinet controller field has exceeded the cut-out value.,0,330,yes,A,1,0,yes
FM872,Air Temp BotBox CtrlFld2 CableBreak — Alarm is generated when a cable break or inadmissible measurement value is detected for the second temperature measurement in the Bottombox. Brake Prog.: 5,270,330,yes,M,,0,yes
FM873,MVL TransfTemp Coil L1 CableBreak — Is reported if a cable break or an invalid measured value is detected at the measurement input of the MV transformer winding temperature phase L1. Brake Prog.: 5,270,330,yes,M(A),,0,no
FM874,MVL TransfTemp Coil L2 CableBreak — Is reported if a cable break or an invalid measured value is detected at the measurement input of the MV transformer winding temperature phase L2. Brake Prog.: 5,270,330,yes,M(A),,0,no
FM875,MVL TransfTemp Coil L3 CableBreak — Is reported if a cable break or an invalid measured value is detected at the measurement input of the MV transformer winding temperature phase L3. Brake Prog.: 5,270,330,yes,M(A),,0,no
FM876,MVL Transformator Fan Fuse Trip — Is reported if the overcurrent release of the transformer fan has triggered.,270,330,no,M,0,0,yes
FM877,MVL PTC TransfCoil Monitoring — Is reported if the PTC transformer core monitor has triggered.,270,330,yes,M,2,0,no
FM900,Met Ice alarm local reset req. — An ice alarm is ended and can only be reset locally.,0,400,no,A,0,0,yes
FM901,Met Ice alarm remote reset req. — An ice alarm has terminated and can be reset remotely and locally.,0,400,no,A,0,0,yes
FM918,Met Labko Ice alarm without BP — Labko ice sensor indicates ice formation. The WTG is not stopped (Warning).,0,400,no,A,0,0,yes
FM919,Met Ice alarm park position active — Is indicated when the nacelle moved to a fixed parking position due to an ice alarm.,0,600,yes,A,1,29,yes
FM920,Met Labko Ice alarm with BP — Labko ice sensor indicates severe ice formation. The WTG is stopped (Alarm).,270,400,no,M,1,0,yes
FM921,Met Labko Ice alarm finished — The Labko ice sensor indicates no ice detection and the ice alarm FM920 can be reset.,0,600,no,M,0,0,yes
FM922,Fpr BotBox Fire PreAlarm — Fire detection system by Minimax (K08 delta & K08 gamma from the middle of 2016): The alarm is generated if at least one fire detector of the optional fire detection system has triggered in one of the Brake Prog.: 2 monitoring ranges. Yaw Prog.: 29,269,600,yes,ML,,,no
FM923,Fpr BotBox Fire MainAlarm — Fire detection system by Minimax (K08 delta & K08 gamma from the middle of 2016): The alarm is generated if at least two fire detectors of the smoke intake system for monitoring the Brake Prog.: 2 main converter and Bottombox have triggered. Yaw Prog.: 29,269,600,yes,ML,,,no
FM924,"Fpr BotBox FailWarn — The alarm is generated when the optional fire alarm system (sensors, control center, extinguishing system if installed) in the tower indicates a fault. Brake Prog.: 0",0,600,no,A,,0,yes
FM925,"Fpr BotBox FailAlarm — The alarm is generated when the fire alarm system (sensors, control center, extinguishing system if installed) in the tower indicates a fault for a period of P97.01 s. Brake Prog.: 1",270,600,yes,M,,0,no
FM926,"Fpr BotBox SysDisabled WTG Auto BP1 — The alarm is generated if the optional central alarm system in the tower is in maintenance mode and the turbine is in the ""automatic"" operating mode for Delta or no Service or NoRemoteAccess switch Brake Prog.: 1 has been inserted for Gamma. The fire detection and extinguishing system is blocked in this status. Yaw Prog.: 0 The WTG is not to start.",0,330,yes,A,,,no
FM928,"Fpr BotBox SysDisabled WTG Local BP0 — The alarm is generated if the optional central alarm system in the tower is in maintenance mode and the turbine is in the ""local"" WTG operating mode or ""Stopped and locked"" for Delta or the Service or Brake Prog.: 0 NoRemoteAccess switch has been inserted for Gamma. The fire detection and extinguishing system Yaw Prog.: 0 is blocked in this status.",0,330,no,A,,,no
FM929,Fpr BotBox BatLow Warning — Only for optional fire detection/extinguishing system in generation K08delta; The alarm is generated if the batteries for the emergency power supply of the central fire alarm Brake Prog.: 0 system in the tower falls below a defined minimum value. Yaw Prog.: 0,0,600,no,A,,,yes
FM932,Fpr TopBox Fire PreAlarm — Fire detection system by Minimax (K08 delta & K08 gamma from the middle of 2016): The alarm is generated if at least one fire detector of the optional fire detection system has triggered Brake Prog.: 2 in one of the monitoring ranges. Yaw Prog.: 29,270,600,yes,ML,,,no
FM933,Fpr TopBox Fire MainAlarm — Fire detection system by Minimax (K08 delta & K08 gamma from the middle of 2016): The alarm is generated when a minimum of two fire alarms in a monitoring area of the fire alarm- / fire Brake Prog.: 2 extinguishing system have triggered. Yaw Prog.: 29,270,600,yes,ML,,,no
FM934,"Fpr Topbox FailWarn — The alarm is generated when the optional fire alarm system (sensors, control center, extinguishing system if installed) indicates a fault in the machine house. Brake Prog.: 0",0,600,no,A,,0,yes
FM935,"Fpr Topbox FailAlarm — The alarm is generated when the fire alarm system (sensors, control center, extinguishing system if installed) indicates a fire in the machine house for P97.01 s. Brake Prog.: 1",270,600,yes,M,,0,yes
FM936,"Fpr Topbox SysDisabled WTG Auto BP1 — The alarm is generated if the optional central alarm system in the nacelle is in maintenance mode and the turbine is in the ""automatic"" operating mode for Delta or no Service or NoRemoteAccess switch Brake Prog.: 1 has been inserted for Gamma. The fire detection and extinguishing system is blocked in this status. Yaw Prog.: 0 The WTG is not to start.",0,330,yes,A,,,no
FM938,"Fpr TopBox SysDisabled WTG Local BP0 — The alarm is generated if the optional central alarm system in the nacelle is in maintenance mode and the turbine is in the ""local"" WTG operating mode or ""Stopped and locked"" for Delta or the Service or Brake Prog.: 0 NoRemoteAccess switch has been inserted for Gamma. The fire detection and extinguishing system Yaw Prog.: 0 is blocked in this status.",0,330,no,A,,,no
FM939,Fpr TopBox BatLow Warning — Only for optional fire detection/extinguishing system in generation K08delta; The alarm is generated if the batteries for the emergency power supply of the central fire alarm Brake Prog.: 0 system in the nacelle falls below a defined minimum value. Yaw Prog.: 0,0,600,no,A,,,yes
FM950,Ext Tower CustomerError 1 — This warning is indicated due to an external customer specific signal. A unit is situated before the digital input ST275 (e.g. shadow flicker module). The warning is triggered if the input level is LOW. Brake Prog.: 0,0,270,no,A,,0,yes
FM951,Ext Tower CustomerError 2 — This warning is indicated due to an external customer specific signal. A unit is situated before the digital input ST276 (e.g. shadow flicker module). The warning is triggered if the input level is LOW. Brake Prog.: 0,0,270,no,A,,0,yes
FM952,SSF WTG SectorCutOut — Is indicated when the wind direction is within a parametered sector and sector cut out is activated.,0,300,no,A,1,0,yes
FM953,Ext Tower CustomerError 3 — This alarm is indicated due to an external customer specific signal. A unit is situated before the digital input ST235 (e.g. shadow flicker module). The alarm is triggered and the turbine will be stopped if the Brake Prog.: 1 input level is LOW. Yaw Prog.: 0,0,270,no,A,,,yes
FM954,Ext Tower CustomerError 4 — This alarm is indicated due to an external customer specific signal. A unit is situated before the digital input ST236 (e.g. shadow flicker module). The alarm is triggered and the turbine will be stopped if the Brake Prog.: 1 input level is LOW. Yaw Prog.: 0,0,270,no,A,,,yes
FM955,Ctrl StallWindSpdAnemEstDiffOften — ST1135 often.,270,600,no,M,1,0,yes
FM956,SSF Sector Avoidance — Is indicated if the sector avoidance function has been triggered.,0,300,no,A,0,10,yes
FM960,Ext Nacelle Customer Error 1 — This warning is indicated due to an external customer specific signal. A unit is situated before the digital input ST1390 (e.g. shadow flicker module). The warning is triggered if the input level is LOW. Brake Prog.: 0,0,270,no,A,,0,yes
FM961,Ext Nacelle CustomerError 2 — This warning is indicated due to an external customer specific signal. A unit is situated before the digital input ST1391 (e.g. shadow flicker module). The warning is triggered if the input level is LOW. Brake Prog.: 0,0,270,no,A,,0,yes
FM962,Ext Nacelle CustomerError 3 — This alarm is indicated due to an external customer specific signal. A unit is situated before the digital input ST1392 (e.g. shadow flicker module). The alarm is triggered and the turbine will be stopped if Brake Prog.: 1 the input level is LOW. Yaw Prog.: 0,0,270,no,A,,,yes
FM963,Ext Nacelle CustomerError 4 — This alarm is indicated due to an external customer specific signal. A unit is situated before the digital input ST1393 (e.g. shadow flicker module). The alarm is triggered and the turbine will be stopped if Brake Prog.: 1 the input level is LOW. Yaw Prog.: 0,0,270,no,A,,,yes
FM970,Ext Hub Customer Error 1 — This warning is indicated due to an external customer specific signal. A unit is situated before the digital input ST1394 (e.g. shadow flicker module). The warning is triggered if the input level is LOW. Brake Prog.: 0,0,270,no,A,,0,yes
FM971,Ext Hub CustomerError 2 — This warning is indicated due to an external customer specific signal. A unit is situated before the digital input ST1395 (e.g. shadow flicker module). The warning is triggered if the input level is LOW. Brake Prog.: 1,0,270,no,A,,0,yes
FM972,Ext Hub CustomerError 3 — This alarm is indicated due to an external customer specific signal. A unit is situated before the digital input ST1396 (e.g. shadow flicker module). The alarm is triggered and the turbine will be stopped if Brake Prog.: 2 the input level is LOW. Yaw Prog.: 0,0,270,no,M,,,yes
FM999,Pit ALU race pause time H warn — The pause counter of the ALU pitch lubrication pump for the raceways has exceeded the maximum limit value. Brake Prog.: 0,0,330,no,A,,0,yes
FM1000,Wind SpeedH/StormDisconnect — Is indicated when the wind speed has exceeded a limit. The turbine is then stopped.,0,600,no,A,1,0,yes
FM1001,Wind SpeedH/StormDisconnect Peak — Is indicated when the wind speed has exceeded the upper limit. The turbine is then stopped.,0,600,no,A,1,0,yes
FM1002,Wind Speed LowStartCondition — Is indicated when the turbine cannot start or produce due to lack of wind,0,600,no,A,5,0,yes
FM1003,Yaw CableRewind — Is indicated if the tower cable must be automatically untwisted after exceeding the limit value for nacelle rotations. Brake Prog.: 1,0,600,no,A,,28,yes
FM1004,"CWE WTG SwitchRight canceled — Is indicated when the WFM/CWE generates the command ""switching rights canceled"".",0,600,no,A,5,0,yes
FM1005,Yaw Wind Speed LowYawEnable — Is reported if the lower limit value of the wind speed for yaw operation has been fallen below.,0,600,no,A,0,20,yes
FM1006,HMI Yaw ManualControl — Is indicated when the yaw system is in manual control mode.,0,600,no,A,0,30,yes
FM1007,"OpC WTG SwitchRight blocked(visu) — The turbine is in ""Waiting for start conditions"" mode and the switch rights are blocked on the visualization. This prevents the turbine from starting. Brake Prog.: 0",0,600,yes,A,,0,no
FM1008,Pit SafetyTest — The turbine carries out a safety test.,0,600,no,A,1,0,yes
FM1009,Pit Manual mode — The pitch manual mode is active.,0,600,no,A,0,0,no
FM1010,Pit 1 Firmware invalid — Reported if the firmware of the pitch converter falls below a parametrable value.,0,600,yes,A,2,0,yes
FM1011,Pit 2 Firmware invalid — Refer to FM1010,0,600,yes,A,2,0,yes
FM1012,Pit 3 Firmware invalid — Refer to FM1010,0,600,yes,A,2,0,yes
FM1013,"Ext WTG SwitchRight blocked(DI) — WTG is in ""Waiting for start conditions"" status and digital input ST267 ""WTG SwitchRight Enabl(DI)"" is low. This prevents the turbine from starting. Brake Prog.: 0",0,600,no,A,,0,no
FM1014,"CWE WTG waits for SwitchRight from CWE — The turbine is in ""Waiting for start conditions"" mode and the WFM/CWE does not yet generate the ""switching rights enabled"" command. The turbine is prevented from starting due to a staggered start Brake Prog.: 0 being required in order to fulfill the grid code requirements. Yaw Prog.: 0",0,600,no,A,,,no
FM1018,Pit 1 DC Link impl. Main voltage — DC link voltage is implausibly too high,270,600,yes,M,1,0,yes
FM1019,Pit 2 DC Link impl. Main voltage — Refer to FM1018,270,600,yes,M,1,0,yes
FM1020,Pit 3 DC Link impl. Main voltage — Refer to FM1018,270,600,yes,M,1,0,yes
FM1021,Pit PwrSupply Voltage H Stop — The grid voltage is implausibly too high,0,600,no,A,1,0,yes
FM1022,Pit 1 Accu voltage H Stop — The battery voltage in the battery box is too high.,270,600,yes,M,1,0,yes
FM1023,Pit 2 Accu voltage H Stop — Refer to FM1022,270,600,yes,M,1,0,yes
FM1024,Pit 3 Accu voltage H Stop — Refer to FM1022,270,600,yes,M,1,0,yes
FM1025,Pit 1 Accu voltage L Stop — The battery voltage in the battery box is too low.,270,600,yes,M,1,0,yes
FM1026,Pit 2 Accu voltage L Stop — Refer to FM1025,270,600,yes,M,1,0,yes
FM1027,Pit 3 Accu voltage L Stop — Refer to FM1025,270,600,yes,M,1,0,yes
FM1028,Pit 1 Pos Dev after closed Brake — Is indicated when the pitch angle of axis 1 changes by more than 0.8° following the message that the brake is closed. Brake Prog.: 0,270,400,no,M,,0,yes
FM1029,Pit 2 Pos Dev after closed Brake — Is indicated when the pitch angle of axis 2 changes by more than 0.8° following the message that the brake is closed. Brake Prog.: 0,270,400,no,M,,0,yes
FM1030,Pit 3 Pos Dev after closed Brake — Is indicated when the pitch angle of axis 3 changes by more than 0.8° following the message that the brake is closed. Brake Prog.: 0,270,400,no,M,,0,yes
FM1031,"Pit 1 firmware checksum target-actual variation — Reported if the read checksum of the PVR firmware version does not match the specification (target checksum, encrypted). Brake Prog.: 1",0,600,no,A,,0,yes
FM1032,Pit 2 firmware checksum target-actual variation — refer to FM1031,0,600,no,A,1,0,yes
FM1033,Pit 3 firmware checksum target-actual variation — refer to FM1031,0,600,no,A,1,0,yes
FM1034,"Pit Pos Dev after closed Brake Multiple — Is indicated when the number of alarms ""Position deviation with closed brake"" reaches 3 within 24h (for any axis). Brake Prog.: 1",270,400,no,ML,,0,yes
FM1035,Pit 1 Max Count Reboot PUR — Reported if the number of reboot procedures incl. offset exceeds a parameterizable value.,0,600,no,A,0,0,yes
FM1036,Pit 2 Max Count Reboot PUR — Reported if the number of reboot procedures incl. offset exceeds a parameterizable value.,0,600,no,A,0,0,yes
FM1037,Pit 3 Max Count Reboot PUR — Reported if the number of reboot procedures incl. offset exceeds a parameterizable value.,0,600,no,A,0,0,yes
FM1038,Pit 1 accu overvoltage — Reported if an overvoltage of the battery at axis 1 is detected.,270,600,no,M,2,0,yes
FM1039,Pit 2 accu overvoltage — Reported if an overvoltage of the battery at axis 2 is detected.,270,600,no,M,2,0,yes
FM1040,Pit 3 accu overvoltage — Reported if an overvoltage of the battery at axis 3 is detected.,270,600,no,M,2,0,yes
FM1050,Pit Operator mode — Pitch local mode is activated.,0,600,yes,A,1,0,yes
FM1051,Pit Operator mode Override — Override is activated during pitch local mode.,0,600,no,A,0,0,yes
FM1060,Pit 1 Local mode — Pitch service mode is activated.,0,600,yes,A,2,0,yes
FM1061,Pit 2 Local mode — Refer to FM1060,0,600,yes,A,2,0,yes
FM1062,Pit 3 Local mode — Refer to FM1060,0,600,yes,A,2,0,yes
FM1063,Pit Local mode implausible — Set-up mode is activated at more than one pitch converter.,270,600,yes,M,2,0,yes
FM1082,Pit 1 Conv HW Fault — The pitch converter indicates an internal HW fault und is a fault status.,270,600,yes,M,2,0,yes
FM1083,Pit 2 Conv HW Fault — Refer to FM1082,270,600,yes,M,2,0,yes
FM1084,Pit 3 Conv HW Fault — Refer to FM1082,270,600,yes,M,2,0,yes
FM1085,Pit 1 Conv SW Fault — The pitch converter indicates an internal SW fault und is a fault status.,270,600,yes,M,2,0,yes
FM1086,Pit 2 Conv SW Fault — Refer to FM1085,270,600,yes,M,2,0,yes
FM1087,Pit 3 Conv SW Fault — Refer to FM1085,270,600,yes,M,2,0,yes
FM1088,Pit 1 MotBrk Fault — The pitch motor brake has a fault.,270,600,yes,M,2,0,yes
FM1089,Pit 2 MotBrk Fault — Refer to FM1088,270,600,yes,M,2,0,yes
FM1090,Pit 3 MotBrk Fault — Refer to FM1088,270,600,yes,M,2,0,yes
FM1091,Pit 1 MotBrk Chopper Fault — The chopper of the pitch motor brake has a fault.,270,600,yes,M,2,0,yes
FM1092,Pit 2 MotBrk Chopper Fault — Refer to FM1091,270,600,yes,M,2,0,yes
FM1093,Pit 3 MotBrk Chopper Fault — Refer to FM1091,270,600,yes,M,2,0,yes
FM1094,Pit 1 Charger internal fault — The charger has an internal fault.,270,600,yes,M,2,0,yes
FM1095,Pit 2 Charger internal fault — Refer to FM1094,270,600,yes,M,2,0,yes
FM1096,Pit 3 Charger internal fault — Refer to FM1094,270,600,yes,M,2,0,yes
FM1097,Pit 1 Motor Temp L Stop — Pitch motor monitoring for undertemperature,0,400,no,A,1,0,yes
FM1098,Pit 2 Motor Temp L Stop — Pitch motor monitoring for undertemperature,0,400,no,A,1,0,yes
FM1099,Pit 3 Motor Temp L Stop — Refer to FM1097,0,400,no,A,1,0,yes
FM1100,Pit 1 SafetyRunProf <-> WTG-Type — The emergency run profile does not match the WTG type,270,600,yes,M,1,0,yes
FM1101,Pit 2 SafetyRunProf <-> WTG-Type — Refer to FM1100,270,600,yes,M,1,0,yes
FM1102,Pit 3 SafetyRunProf <-> WTG-Type — Refer to FM1100,270,600,yes,M,1,0,yes
FM1103,"Pit 1 parameter checksum target-actual variation — Reported if the read checksum of the PCV parameter version does not match the specification (target checksum, encrypted). Brake Prog.: 1",0,600,no,A,,0,yes
FM1104,"Pit 2 parameter checksum target-actual variation — Reported if the read checksum of the PCV parameter version does not match the specification (target checksum, encrypted). Brake Prog.: 1",0,600,no,A,,0,yes
FM1105,"Pit 3 parameter checksum target-actual variation — Reported if the read checksum of the PCV parameter version does not match the specification (target checksum, encrypted). Brake Prog.: 1",0,600,no,A,,0,yes
FM1106,Pit Grid disconnect due motionrun — Movement has been triggered.,0,600,no,A,0,0,yes
FM1107,Pit 1 DC link Overcurrent — The pitch converter intermediate circuit current is too high.,270,600,yes,M,2,0,yes
FM1108,Pit 2 DC Link Overcurrent — Refer to FM1107,270,600,yes,M,2,0,yes
FM1109,Pit 3 DC link Overcurrent — Refer to FM1107,270,600,yes,M,2,0,yes
FM1110,Pit 1 DC link voltage fault — The pitch converter intermediate circuit voltage is too high or too low.,270,600,yes,M(A),2,0,yes
FM1111,Pit 2 DC link voltage fault — Refer to FM1110,270,600,yes,M(A),2,0,yes
FM1112,Pit 3 DC link Voltage fault — Refer to FM1110,270,600,yes,M(A),2,0,yes
FM1113,Pit 1 PwrSupply L Stop — The power supply for pitch converter is faulty.,270,600,yes,M(A),2,0,yes
FM1114,Pit 2 PwrSupply L Stop — Refer to FM1113,270,600,yes,M(A),2,0,yes
FM1115,Pit 3 PwrSupply L Stop — Refer to FM1113,270,600,yes,M(A),2,0,yes
FM1116,Pit 1 Motor Encoder fault — Pitch angle motor sensor has a fault.,270,600,yes,M,2,0,yes
FM1117,Pit 2 Motor Encoder fault — Refer to FM1116,270,600,yes,M,2,0,yes
FM1118,Pit 3 Motor Encoder fault — Refer to FM1116,270,600,yes,M,2,0,yes
FM1120,Pit 1 Conv Temp Stop — Pitch converter output stage temperature is too high or too low.,0,600,yes,A,2,0,yes
FM1121,Pit 2 Conv Temp Stop — Refer to FM1120,0,600,yes,A,2,0,yes
FM1122,Pit 3 Conv Temp Stop — Refer to FM1120,0,600,yes,A,2,0,yes
FM1123,Pit 1 Motor Temp H Stop — Pitch motor temperature too high.,270,600,yes,M,2,0,yes
FM1124,Pit 2 Motor Temp H Stop (PTC) — Refer to FM1123,270,600,yes,M,2,0,yes
FM1125,Pit 3 Motor Temp H Stop (PTC) — Refer to FM1123,270,600,yes,M,2,0,yes
FM1126,Pit 1 DC link voltage L Stop — The direct current link voltage in the pitch converter is too low.,270,600,yes,M(A),2,0,yes
FM1127,Pit 2 DC link voltage L Stop — Refer to FM1126,270,600,yes,M(A),2,0,yes
FM1128,Pit 3 DC link voltage L Stop — Refer to FM1126,270,600,yes,M(A),2,0,yes
FM1129,Pit 1 EndSwitch low at 90° — No 90° limit-switch feedback in pitch test 1.,270,600,yes,M,1,0,yes
FM1130,Pit 2 EndSwitch low at 90° — Refer to FM1129,270,600,yes,M,1,0,yes
FM1131,Pit 3 EndSwitch low at 90° — Refer to FM1129,270,600,yes,M,1,0,yes
FM1132,Pit 1 EndSwitch high at 87° — 90° limit-switch return signal in pitch test 2.,270,600,yes,M,1,0,yes
FM1133,Pit 2 EndSwitch high at 87° — Refer to FM1132,270,600,yes,M,1,0,yes
FM1134,Pit 3 EndSwitch high at 87° — Refer to FM1132,270,600,yes,M,1,0,yes
FM1135,Pit 1 SafetyRunTest too long — No 90° limit-switch return signal in emergency run test.,270,600,yes,M,1,0,yes
FM1136,Pit 2 SafetyRunTest too long — Refer to FM1135,270,600,yes,M,1,0,yes
FM1137,Pit 3 SafetyRunTest too long — Refer to FM1135,270,600,yes,M,1,0,yes
FM1138,Pit 1 Conv Offset error — Referencing of the zero point offset was unsuccessful in the pitch converter.,270,600,no,M,0,0,yes
FM1139,Pit 2 Conv Offset error — Refer to FM1138,270,600,no,M,0,0,yes
FM1140,Pit 3 Conv Offset error — Refer to FM1138,270,600,no,M,0,0,yes
FM1141,Pit 1 Pitchangle Diff Set-RedAct — Monitoring of pitch angle setpoint against blade encoder actual value,270,600,yes,M,2,0,yes
FM1142,Pit 2 Pitchangle Diff Set-RedAct — Refer to FM1141,270,600,yes,M,2,0,yes
FM1143,Pit 3 Pitchangle Diff Set-RedAct — Refer to FM1141,270,600,yes,M,2,0,yes
FM1147,Pit ALU ContainerLevel L Warn — Is reported if the reservoir of the lubrication system for the lubrication of the gearing or the tracks of the pitch ring connections only has a low filling level left. Brake Prog.: 0,270,300,no,M,,0,yes
FM1148,Pit ALU Pmp Fault — Is reported if the lubrication system for lubricating the gearing and tracks of the pitch ring connections does provide correct feedback for the operating state (on/off). Brake Prog.: 0,270,300,no,M,,0,yes
FM1149,Pit ALU pause time H warn — The pause counter of the ALU pitch lubrication pump has exceeded the maximum limit value.,0,330,no,A,0,0,yes
FM1150,Pit 1 Accu Temp Error — The battery temperature is outside the permitted range.,0,600,yes,A,1,0,yes
FM1151,Pit 2 Accu Temp Error — Refer to FM1150,0,600,yes,A,1,0,yes
FM1152,Pit 3 Accu Temp Error — Refer to FM1150,0,600,yes,A,1,0,yes
FM1153,Pit 1 Pitchangle Diff Set-Act — Monitoring of pitch angle setpoint against motor encoder actual value,270,600,yes,M,2,0,yes
FM1154,Pit 2 Pitchangle Diff Set-Act — Refer to FM1153,270,600,yes,M,2,0,yes
FM1155,Pit 3 Pitchangle Diff Set-Act — Refer to FM1153,270,600,yes,M,2,0,yes
FM1156,Pit 1 Pitchangle Diff Act-RedAct — Monitoring of motor encoder actual value against blade encoder actual value,270,600,yes,M,2,0,yes
FM1157,Pit 2 Pitchangle Diff Act-RedAct — Refer to FM1156,270,600,yes,M,2,0,yes
FM1158,Pit 3 Pitchangle Diff Act-RedAct — Refer to FM1156,270,600,yes,M,2,0,yes
FM1160,Pit 1 Charger fault — Battery charger is defective.,270,600,yes,M(A),1,0,yes
FM1161,Pit 2 Charger fault — Refer to FM1160,270,600,yes,M(A),1,0,yes
FM1162,Pit 3 Charger fault — Refer to FM1160,270,600,yes,M(A),1,0,yes
FM1163,Pit 1 DC link voltage H Stop — The pitch converter intermediate circuit voltage is too high.,270,600,yes,M,1,0,yes
FM1164,Pit 2 DC link voltage H Stop — Refer to FM1163,270,600,yes,M,1,0,yes
FM1165,Pit 3 DC link voltage H Stop — Refer to FM1163,270,600,yes,M,1,0,yes
FM1166,Pit 1 Accu fault — The battery is faulty,270,600,yes,M(A),1,0,yes
FM1167,Pit 2 Accu fault — Refer to FM1166,270,600,yes,M(A),1,0,yes
FM1168,Pit 3 Accu fault — Refer to FM1166,270,600,yes,M(A),1,0,yes
FM1169,Pit 1 PwrSupply 24V Fault — 24V power supply in the hub indicates fault.,270,600,yes,M,1,0,yes
FM1170,Pit 2 PwrSupply 24V Fault — Refer to FM1169,270,600,yes,M,1,0,yes
FM1171,Pit 3 PwrSupply 24V Fault — Refer to FM1169,270,600,yes,M,1,0,yes
FM1172,Pit PwrSupply Voltage Warn — 400V Undervoltage detected in the hub.,0,300,no,A,0,0,yes
FM1173,Pit 1 Accu Contactor Error — The battery contactor cut-out is defective,270,600,yes,M(A),1,0,yes
FM1174,Pit 2 Accu Contactor Error — Refer to FM1173,270,600,yes,M(A),1,0,yes
FM1175,Pit 3 Accu Contactor Error — Refer to FM1173,270,600,yes,M(A),1,0,yes
FM1182,Pit 1 Accu not connected — Batteries are not connected.,270,600,yes,M,1,0,yes
FM1183,Pit 2 Accu not connected — Refer to FM1182,270,600,yes,M,1,0,yes
FM1184,Pit 3 Accu not connected — Refer to FM1182,270,600,yes,M,1,0,yes
FM1185,Pit 1 Box Temp H Stop — Temperature in pitch box too high,0,600,yes,A,1,0,yes
FM1186,Pit 2 Box Temp H Stop — Refer to FM1185,0,600,yes,A,1,0,yes
FM1187,Pit 3 Box Temp H Stop — Refer to FM1185,0,600,yes,A,1,0,yes
FM1188,Pit 1 Box Temp L Stop — Temperature in pitch box too low,0,600,yes,A,1,0,yes
FM1189,Pit 2 Box Temp L Stop — Refer to FM1188,0,600,yes,A,1,0,yes
FM1190,Pit 3 Box Temp L Stop — Refer to FM1188,0,600,yes,A,1,0,yes
FM1191,Pit 1 SafetyRun feedback fail — The emergency run command doesn't match to the pitch converter feedback.,270,600,yes,M(A),2,0,yes
FM1192,Pit 2 SafetyRun feedback fail — Refer to FM1191,270,600,yes,M(A),2,0,yes
FM1193,Pit 3 SafetyRun feedback fail — Refer to FM1191,270,600,yes,M(A),2,0,yes
FM1195,LPR Pitch — The lighting protection element in the hub has triggered.,270,400,yes,M,1,0,yes
FM1200,MCV Fatal Fault — Is generated when the main converter indicates a major fault.,270,330,yes,M(A),6,0,no
FM1201,"MCV Class A Fault — Is generated when the main converter indicates a category-A fault (simple MC fault, autoreset).",0,330,yes,A,6,0,no
